Feature,Importance
year,0.0766442276709993
X8,0.07336871659499428
X6,0.06949504773534104
X15,0.06168827697065944
X3,0.05793336081884963
X17,0.05467057111947855
X11,0.052489276832817705
X1,0.052336323536042756
X7,0.051728901068723354
X13,0.05058761246114362
X2,0.04824607556381798
X12,0.048155607641417034
X10,0.04696230314723979
X14,0.046694959985841375
X5,0.04593491252587227
X4,0.04433251956697091
X18,0.04220419123600259
X9,0.038323582104265674
X16,0.03820353341952263
