Feature,MeanAbsSHAP
X8,0.026140120812713125
year,0.024952680665378892
X6,0.011584725213133673
X12,0.01141054081546951
X1,0.01095895993680686
X17,0.010247114698999442
X3,0.008392261335970428
X11,0.007883301304720838
X4,0.007345048206927865
X5,0.007250250457537292
X13,0.006998369286641202
X15,0.006731370693281831
X10,0.006003551616469238
X2,0.005963155812874004
X18,0.00569598179079784
X14,0.005582212820258351
X9,0.0053527468862288865
X16,0.005337342144822664
X7,0.00428030184350979
