Mean_Predicted_Probability,Observed_Frequency
0.0019064958861545057,0.0
0.01122330062785269,0.0044585987261146496
0.023448757975722496,0.003814367450731087
0.03898671774600676,0.01207115628970775
0.058888150073647415,0.01397712833545108
0.08446947363809756,0.024157660521296885
0.11745039327909419,0.044472681067344345
0.16275879371826385,0.06420851875397329
0.23280972453962526,0.12579415501905972
0.3988071329419095,0.3703939008894536
